player1,character1,player2,character2,duel,r1_p1,r2_p1,r3_p1,r4_p1,r5_p1,r1_p2,r2_p2,r3_p2,r4_p2,r5_p2,video,event,playlist,brackets,platform,game,version,region,duel_type,p1_team,p2_team,season,stage
raynarrok,Talim,zen-x,Mitsurugi,13,W,W,LB,W,0,LY,LB,W,LB,0,https://youtu.be/jx20RBfMe9s,SSLT 3,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t7aeU5RkBA0rt4PqP9ENc1X,https://challonge.com/p6rxg10n,PC,Soul Calibur VI,2.31,SAS,FT3,,,S1,Indian Port: Impending Storm
wylde,Nightmare,raynarrok,Talim,14,W,W,W,0,0,LB,LY,LY,0,0,https://youtu.be/bFys_Gvfb4U,SSLT 3,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t7aeU5RkBA0rt4PqP9ENc1X,https://challonge.com/p6rxg10n,PC,Soul Calibur VI,2.31,SAS,FT3,,,S1,Silver Wolves' Haven
raynarrok,Talim,wylde,Nightmare,14,W,W,LB,LB,LY,LB,LB,W,W,W,https://youtu.be/bFys_Gvfb4U,SSLT 3,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t7aeU5RkBA0rt4PqP9ENc1X,https://challonge.com/p6rxg10n,PC,Soul Calibur VI,2.31,SAS,FT3,,,S1,Astral Chaos: Tide of the Damned
raynarrok,Hilde,wylde,Nightmare,14,LY,LB,PW,LY,0,W,W,PL,W,0,https://youtu.be/bFys_Gvfb4U,SSLT 3,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t7aeU5RkBA0rt4PqP9ENc1X,https://challonge.com/p6rxg10n,PC,Soul Calibur VI,2.31,SAS,FT3,,,S1,Windswept Plains
Leospirandio,Cassandra,Sagadalius,Voldo,1,W,W,W,0,0,LY,LB,LB,0,0,https://youtu.be/2Ma4bGcvFzo,SSLT 4,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t4-aJ4OFCsiDn2tJbiD79pN,https://challonge.com/qul7gb5g,PS4,Soul Calibur VI,2.31,SAS,FT2,,,S1,Windswept Plains
Sagadalius,Maxi,Leospirandio,Cassandra,1,LB,W,LB,LY,0,W,LY,W,W,0,https://youtu.be/2Ma4bGcvFzo,SSLT 4,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t4-aJ4OFCsiDn2tJbiD79pN,https://challonge.com/qul7gb5g,PS4,Soul Calibur VI,2.31,SAS,FT2,,,S1,Sunken Desert Ruins
Estebangris,Haohmaru,Gontranno,Tira,2,W,LY,LY,LB,0,LY,W,W,W,0,https://youtu.be/CHpjx9F7Pdk,SSLT 4,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t4-aJ4OFCsiDn2tJbiD79pN,https://challonge.com/qul7gb5g,PS4,Soul Calibur VI,2.31,SAS,FT2,,,S1,Master Swordman's Cave: Azure Horizon
Estebangris,Maxi,Gontranno,Tira,2,LB,LY,LY,0,0,W,W,W,0,0,https://youtu.be/CHpjx9F7Pdk,SSLT 4,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t4-aJ4OFCsiDn2tJbiD79pN,https://challonge.com/qul7gb5g,PS4,Soul Calibur VI,2.31,SAS,FT2,,,S1,Gairyu Isle
Mastodon,Xianghua,Lang,Cassandra,3,LB,LB,W,PL,0,W,W,LB,PW,0,https://youtu.be/K_B5jRkZsAg,SSLT 4,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t4-aJ4OFCsiDn2tJbiD79pN,https://challonge.com/qul7gb5g,PS4,Soul Calibur VI,2.31,SAS,FT2,,,S1,Replica Kaer Morhen
Mastodon,Seong Mi-na,Lang,Cassandra,3,LB,LB,LB,0,0,W,W,W,0,0,https://youtu.be/K_B5jRkZsAg,SSLT 4,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t4-aJ4OFCsiDn2tJbiD79pN,https://challonge.com/qul7gb5g,PS4,Soul Calibur VI,2.31,SAS,FT2,,,S1,Silver Wolves' Haven
Ozkuervo,Maxi,Kyorage,Xianghua,4,LB,LB,LB,0,0,W,W,W,0,0,https://youtu.be/6WPUBc5zoZ8,SSLT 4,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t4-aJ4OFCsiDn2tJbiD79pN,https://challonge.com/qul7gb5g,PS4,Soul Calibur VI,2.31,SAS,FT2,,,S1,Shrine of Eurydice: Cloud Sanctuary
Ozkuervo,Maxi,Kyorage,Xianghua,4,LB,LB,PL,0,0,W,W,PW,0,0,https://youtu.be/6WPUBc5zoZ8,SSLT 4,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t4-aJ4OFCsiDn2tJbiD79pN,https://challonge.com/qul7gb5g,PS4,Soul Calibur VI,2.31,SAS,FT2,,,S1,Motien Pass Ruins
Estebangris,Voldo,Sagadalius,Voldo,5,W,LY,W,LY,W,LY,W,LB,W,LB,https://youtu.be/ZcQJNs-dk-A,SSLT 4,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t4-aJ4OFCsiDn2tJbiD79pN,https://challonge.com/qul7gb5g,PS4,Soul Calibur VI,2.31,SAS,FT2,,,S1,Murakumo Shrine Grounds
Sagadalius,Voldo,Estebangris,Voldo,5,LB,LB,W,W,W,W,W,LY,LY,LY,https://youtu.be/ZcQJNs-dk-A,SSLT 4,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t4-aJ4OFCsiDn2tJbiD79pN,https://challonge.com/qul7gb5g,PS4,Soul Calibur VI,2.31,SAS,FT2,,,S1,Motien Pass Ruins
Estebangris,Cervantes,Sagadalius,Voldo,5,W,W,W,0,0,LB,LB,LY,0,0,https://youtu.be/ZcQJNs-dk-A,SSLT 4,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t4-aJ4OFCsiDn2tJbiD79pN,https://challonge.com/qul7gb5g,PS4,Soul Calibur VI,2.31,SAS,FT2,,,S1,Windswept Plains
Ozkuervo,Maxi,Mastodon,Talim,6,W,W,LY,LY,LB,LB,LB,W,W,W,https://youtu.be/GSDlbOYBEJQ,SSLT 4,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t4-aJ4OFCsiDn2tJbiD79pN,https://challonge.com/qul7gb5g,PS4,Soul Calibur VI,2.31,SAS,FT2,,,S1,Master Swordman's Cave: Wicked Depths
Ozkuervo,Maxi,Mastodon,Talim,6,W,LB,LB,LB,0,LB,W,W,W,0,https://youtu.be/GSDlbOYBEJQ,SSLT 4,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t4-aJ4OFCsiDn2tJbiD79pN,https://challonge.com/qul7gb5g,PS4,Soul Calibur VI,2.31,SAS,FT2,,,S1,Master Swordman's Cave: Wicked Depths
Leospirandio,Cassandra,Gontranno,Astaroth,7,LB,LB,W,PL,0,W,W,LB,PW,0,https://youtu.be/C4ik-me2Ark,SSLT 4,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t4-aJ4OFCsiDn2tJbiD79pN,https://challonge.com/qul7gb5g,PS4,Soul Calibur VI,2.31,SAS,FT2,,,S1,City Ruins: Eternal Apocalypse
Leospirandio,Zasalamel,Gontranno,Astaroth,7,LB,W,LB,LY,0,W,LB,W,W,0,https://youtu.be/C4ik-me2Ark,SSLT 4,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t4-aJ4OFCsiDn2tJbiD79pN,https://challonge.com/qul7gb5g,PS4,Soul Calibur VI,2.31,SAS,FT2,,,S1,City Ruins: Eternal Apocalypse
Lang,Sophitia,Kyorage,Xianghua,8,LB,W,LY,W,W,W,LB,W,LB,LB,https://youtu.be/qqKkNZU-R7Q,SSLT 4,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t4-aJ4OFCsiDn2tJbiD79pN,https://challonge.com/qul7gb5g,PS4,Soul Calibur VI,2.31,SAS,FT2,,,S1,Shrine of Eurydice: Cloud Sanctuary
Kyorage,Xianghua,Lang,Sophitia,8,W,LY,LY,W,LY,LB,W,W,LY,W,https://youtu.be/qqKkNZU-R7Q,SSLT 4,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t4-aJ4OFCsiDn2tJbiD79pN,https://challonge.com/qul7gb5g,PS4,Soul Calibur VI,2.31,SAS,FT2,,,S1,City Ruins: Eternal Apocalypse
Estebangris,Voldo,Kyorage,Hilde,9,LB,LB,LB,0,0,W,W,W,0,0,https://youtu.be/r86L5se_fNk,SSLT 4,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t4-aJ4OFCsiDn2tJbiD79pN,https://challonge.com/qul7gb5g,PS4,Soul Calibur VI,2.31,SAS,FT2,,,S1,Indian Port: Impending Storm
Estebangris,Maxi,Kyorage,Hilde,9,LB,W,W,LB,W,W,LB,LB,W,LB,https://youtu.be/r86L5se_fNk,SSLT 4,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t4-aJ4OFCsiDn2tJbiD79pN,https://challonge.com/qul7gb5g,PS4,Soul Calibur VI,2.31,SAS,FT2,,,S1,Kunpaetku Temple: Serpentine Banquet
Kyorage,Xianghua,Estebangris,Maxi,9,W,W,W,0,0,LB,LB,LY,0,0,https://youtu.be/r86L5se_fNk,SSLT 4,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t4-aJ4OFCsiDn2tJbiD79pN,https://challonge.com/qul7gb5g,PS4,Soul Calibur VI,2.31,SAS,FT2,,,S1,Master Swordman's Cave: Wicked Depths
Mastodon,Talim,Leospirandio,Cassandra,10,LB,LB,LB,0,0,W,W,W,0,0,https://youtu.be/3czaorzbyIc,SSLT 4,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t4-aJ4OFCsiDn2tJbiD79pN,https://challonge.com/qul7gb5g,PS4,Soul Calibur VI,2.31,SAS,FT2,,,S1,Replica Kaer Morhen
Mastodon,Seong Mi-na,Leospirandio,Cassandra,10,LB,LB,LY,0,0,W,W,W,0,0,https://youtu.be/3czaorzbyIc,SSLT 4,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t4-aJ4OFCsiDn2tJbiD79pN,https://challonge.com/qul7gb5g,PS4,Soul Calibur VI,2.31,SAS,FT2,,,S1,Replica Kaer Morhen
Lang,2B,Gontranno,Astaroth,11,LY,W,W,W,0,W,LB,LY,LB,0,https://youtu.be/A0EVqbG_56g,SSLT 4,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t4-aJ4OFCsiDn2tJbiD79pN,https://challonge.com/qul7gb5g,PS4,Soul Calibur VI,2.31,SAS,FT3,,,S1,Shrine of Eurydice: Cloud Sanctuary
Gontranno,Astaroth,Lang,2B,11,LB,LB,W,W,PL,W,W,LY,LY,PW,https://youtu.be/A0EVqbG_56g,SSLT 4,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t4-aJ4OFCsiDn2tJbiD79pN,https://challonge.com/qul7gb5g,PS4,Soul Calibur VI,2.31,SAS,FT3,,,S1,Replica Kaer Morhen
Gontranno,Astaroth,Lang,2B,11,W,LB,W,W,0,LY,W,LY,LY,0,https://youtu.be/A0EVqbG_56g,SSLT 4,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t4-aJ4OFCsiDn2tJbiD79pN,https://challonge.com/qul7gb5g,PS4,Soul Calibur VI,2.31,SAS,FT3,,,S1,Murakumo Shrine Grounds
Lang,2B,Gontranno,Astaroth,11,W,LY,LB,W,LB,LY,W,W,LB,W,https://youtu.be/A0EVqbG_56g,SSLT 4,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t4-aJ4OFCsiDn2tJbiD79pN,https://challonge.com/qul7gb5g,PS4,Soul Calibur VI,2.31,SAS,FT3,,,S1,Motien Pass Ruins
Lang,2B,Gontranno,Astaroth,11,W,W,W,0,0,LB,LB,LB,0,0,https://youtu.be/A0EVqbG_56g,SSLT 4,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t4-aJ4OFCsiDn2tJbiD79pN,https://challonge.com/qul7gb5g,PS4,Soul Calibur VI,2.31,SAS,FT3,,,S1,Cursed Moonlit Woods
Leospirandio,Cassandra,Kyorage,Xianghua,12,W,LB,LY,W,LB,LB,W,W,LB,W,https://youtu.be/qFTVteFzKG0,SSLT 4,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t4-aJ4OFCsiDn2tJbiD79pN,https://challonge.com/qul7gb5g,PS4,Soul Calibur VI,2.31,SAS,FT2,,,S1,Indian Port: Impending Storm
Leospirandio,Cassandra,Kyorage,Xianghua,12,LB,LB,W,W,LB,W,W,LB,LY,W,https://youtu.be/qFTVteFzKG0,SSLT 4,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t4-aJ4OFCsiDn2tJbiD79pN,https://challonge.com/qul7gb5g,PS4,Soul Calibur VI,2.31,SAS,FT2,,,S1,Shrine of Eurydice: Cloud Sanctuary
Gontranno,Astaroth,Kyorage,Hilde,13,LB,LY,W,W,LB,W,W,LY,LB,W,https://youtu.be/TvgQ44uHXz8,SSLT 4,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t4-aJ4OFCsiDn2tJbiD79pN,https://challonge.com/qul7gb5g,PS4,Soul Calibur VI,2.31,SAS,FT3,,,S1,City Ruins: Eternal Apocalypse
Gontranno,Astaroth,Kyorage,Hilde,13,W,W,LB,W,0,LB,LY,W,LY,0,https://youtu.be/TvgQ44uHXz8,SSLT 4,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t4-aJ4OFCsiDn2tJbiD79pN,https://challonge.com/qul7gb5g,PS4,Soul Calibur VI,2.31,SAS,FT3,,,S1,Sunken Desert Ruins
Kyorage,Hilde,Gontranno,Astaroth,13,LB,LY,LB,0,0,W,W,W,0,0,https://youtu.be/TvgQ44uHXz8,SSLT 4,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t4-aJ4OFCsiDn2tJbiD79pN,https://challonge.com/qul7gb5g,PS4,Soul Calibur VI,2.31,SAS,FT3,,,S1,Shrine of Eurydice: Cloud Sanctuary
Kyorage,Nightmare,Gontranno,Astaroth,13,LY,W,W,LB,W,W,LB,LB,W,LB,https://youtu.be/TvgQ44uHXz8,SSLT 4,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t4-aJ4OFCsiDn2tJbiD79pN,https://challonge.com/qul7gb5g,PS4,Soul Calibur VI,2.31,SAS,FT3,,,S1,Replica Kaer Morhen
Gontranno,Astaroth,Kyorage,Nightmare,13,LB,LB,LB,0,0,W,W,W,0,0,https://youtu.be/TvgQ44uHXz8,SSLT 4,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t4-aJ4OFCsiDn2tJbiD79pN,https://challonge.com/qul7gb5g,PS4,Soul Calibur VI,2.31,SAS,FT3,,,S1,Silver Wolves' Haven
Lang,Cassandra,Kyorage,Xianghua,14,W,LB,W,W,0,LB,W,LB,LY,0,https://youtu.be/a73720BuEY4,SSLT 4,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t4-aJ4OFCsiDn2tJbiD79pN,https://challonge.com/qul7gb5g,PS4,Soul Calibur VI,2.31,SAS,FT3,,,S1,Silver Wolves' Haven
Kyorage,Xianghua,Lang,Cassandra,14,LY,LB,LB,0,0,W,W,W,0,0,https://youtu.be/a73720BuEY4,SSLT 4,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t4-aJ4OFCsiDn2tJbiD79pN,https://challonge.com/qul7gb5g,PS4,Soul Calibur VI,2.31,SAS,FT3,,,S1,Snow-capped Showdown
Kyorage,Xianghua,Lang,Cassandra,14,LB,LY,LB,0,0,W,W,W,0,0,https://youtu.be/a73720BuEY4,SSLT 4,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t4-aJ4OFCsiDn2tJbiD79pN,https://challonge.com/qul7gb5g,PS4,Soul Calibur VI,2.31,SAS,FT3,,,S1,Master Swordman's Cave: Azure Horizon
Kovas,Ivy,JaffarWolf,Groh,1,PL,W,LB,LY,0,PW,LY,W,W,0,https://youtu.be/5VfJvK_Hq10,SSLT 5,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t4PqvHYY2huzlTjLaWIDr6G,https://challonge.com/69fxtscc,PC,Soul Calibur VI,2.31,SAS,FT2,,,S1,Master Swordman's Cave: Azure Horizon
Kovas,Ivy,JaffarWolf,Groh,1,LB,LB,LB,0,0,W,W,W,0,0,https://youtu.be/5VfJvK_Hq10,SSLT 5,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t4PqvHYY2huzlTjLaWIDr6G,https://challonge.com/69fxtscc,PC,Soul Calibur VI,2.31,SAS,FT2,,,S1,Motien Pass Ruins
Marv,Seong Mi-na,Megarl,Cassandra,2,LY,PW,PW,W,0,W,PL,PL,LB,0,https://youtu.be/eIoutvA67tM,SSLT 5,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t4PqvHYY2huzlTjLaWIDr6G,https://challonge.com/69fxtscc,PC,Soul Calibur VI,2.31,SAS,FT2,,,S1,Ostrheinsburg Castle: Hall of the Chosen
Megarl,Sophitia,Marv,Seong Mi-na,2,LB,LB,LY,0,0,W,W,W,0,0,https://youtu.be/eIoutvA67tM,SSLT 5,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t4PqvHYY2huzlTjLaWIDr6G,https://challonge.com/69fxtscc,PC,Soul Calibur VI,2.31,SAS,FT2,,,S1,Motien Pass Ruins
zen-x,Mitsurugi,Fire Red,Taki,3,W,LB,LB,W,W,LY,W,W,LY,LY,https://youtu.be/Ouqcx_X5tGM,SSLT 5,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t4PqvHYY2huzlTjLaWIDr6G,https://challonge.com/69fxtscc,PC,Soul Calibur VI,2.31,SAS,FT2,,,S1,Replica Kaer Morhen
Fire Red,Taki,zen-x,Mitsurugi,3,LB,LY,LY,0,0,W,W,W,0,0,https://youtu.be/Ouqcx_X5tGM,SSLT 5,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t4PqvHYY2huzlTjLaWIDr6G,https://challonge.com/69fxtscc,PC,Soul Calibur VI,2.31,SAS,FT2,,,S1,Motien Pass Ruins
Maxxus,Siegfried,Never,2B,4,W,W,W,0,0,LB,LB,LB,0,0,https://youtu.be/YHgDSz-YR-A,SSLT 5,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t4PqvHYY2huzlTjLaWIDr6G,https://challonge.com/69fxtscc,PC,Soul Calibur VI,2.31,SAS,FT2,,,S1,Master Swordman's Cave: Azure Horizon
Never,2B,Maxxus,Siegfried,4,PL,LB,LW,0,0,PW,W,W,0,0,https://youtu.be/YHgDSz-YR-A,SSLT 5,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t4PqvHYY2huzlTjLaWIDr6G,https://challonge.com/69fxtscc,PC,Soul Calibur VI,2.31,SAS,FT2,,,S1,Astral Chaos: Tide of the Damned
Megarl,Cassandra,Kovas,Ivy,5,LB,W,LB,LB,0,W,LB,W,W,0,https://youtu.be/B0uq1T7iJf8,SSLT 5,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t4PqvHYY2huzlTjLaWIDr6G,https://challonge.com/69fxtscc,PC,Soul Calibur VI,2.31,SAS,FT2,,,S1,Sunken Desert Ruins
Megarl,Cassandra,Kovas,Ivy,5,LY,LB,LY,0,0,W,W,W,0,0,https://youtu.be/B0uq1T7iJf8,SSLT 5,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t4PqvHYY2huzlTjLaWIDr6G,https://challonge.com/69fxtscc,PC,Soul Calibur VI,2.31,SAS,FT2,,,S1,Sunken Desert Ruins
Marv,Seong Mi-na,JaffarWolf,Groh,6,PL,W,W,W,0,PW,LB,LB,LB,0,https://youtu.be/XIHIgK0bGVU,SSLT 5,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t4PqvHYY2huzlTjLaWIDr6G,https://challonge.com/69fxtscc,PC,Soul Calibur VI,2.31,SAS,FT2,,,S1,Silver Wolves' Haven
JaffarWolf,Groh,Marv,Seong Mi-na,6,PL,LB,PL,0,0,PW,W,PW,0,0,https://youtu.be/XIHIgK0bGVU,SSLT 5,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t4PqvHYY2huzlTjLaWIDr6G,https://challonge.com/69fxtscc,PC,Soul Calibur VI,2.31,SAS,FT2,,,S1,Replica Kaer Morhen
Maxxus,Siegfried,zen-x,Mitsurugi,7,LB,W,PL,W,LB,W,LY,PW,LB,W,https://youtu.be/omS2WKWXVAw,SSLT 5,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t4PqvHYY2huzlTjLaWIDr6G,https://challonge.com/69fxtscc,PC,Soul Calibur VI,2.31,SAS,FT2,,,S1,Murakumo Shrine Grounds
Maxxus,Siegfried,zen-x,Mitsurugi,7,W,LB,W,LB,LB,LY,W,LB,W,W,https://youtu.be/omS2WKWXVAw,SSLT 5,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t4PqvHYY2huzlTjLaWIDr6G,https://challonge.com/69fxtscc,PC,Soul Calibur VI,2.31,SAS,FT2,,,S1,Silver Wolves' Haven
JaffarWolf,Groh,Fire Red,Taki,8,LY,PL,LY,0,0,W,PW,W,0,0,https://youtu.be/yUdiC-QSDB4,SSLT 5,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t4PqvHYY2huzlTjLaWIDr6G,https://challonge.com/69fxtscc,PC,Soul Calibur VI,2.31,SAS,FT2,,,S1,Shrine of Eurydice: Cloud Sanctuary
JaffarWolf,Groh,Fire Red,Taki,8,PL,LY,W,LB,0,PW,W,LY,W,0,https://youtu.be/yUdiC-QSDB4,SSLT 5,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t4PqvHYY2huzlTjLaWIDr6G,https://challonge.com/69fxtscc,PC,Soul Calibur VI,2.31,SAS,FT2,,,S1,Murakumo Shrine Grounds
Maxxus,Siegfried,Kovas,Ivy,9,LB,LY,LY,0,0,W,W,W,0,0,https://youtu.be/7bD5GaI2VIA,SSLT 5,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t4PqvHYY2huzlTjLaWIDr6G,https://challonge.com/69fxtscc,PC,Soul Calibur VI,2.31,SAS,FT2,,,S1,Astral Chaos: Tide of the Damned
Maxxus,Nightmare,Kovas,Ivy,9,W,W,LB,W,0,LB,LB,W,LB,0,https://youtu.be/7bD5GaI2VIA,SSLT 5,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t4PqvHYY2huzlTjLaWIDr6G,https://challonge.com/69fxtscc,PC,Soul Calibur VI,2.31,SAS,FT2,,,S1,Master Swordman's Cave: Azure Horizon
Kovas,Ivy,Maxxus,Nightmare,9,LY,LY,W,W,LB,W,W,LB,LY,W,https://youtu.be/7bD5GaI2VIA,SSLT 5,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t4PqvHYY2huzlTjLaWIDr6G,https://challonge.com/69fxtscc,PC,Soul Calibur VI,2.31,SAS,FT2,,,S1,Master Swordman's Cave: Azure Horizon
Maxxus,Geralt,Fire Red,Taki,10,W,LB,W,LB,LB,LY,W,LY,W,W,https://youtu.be/CNAaJMsWuiw,SSLT 5,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t4PqvHYY2huzlTjLaWIDr6G,https://challonge.com/69fxtscc,PC,Soul Calibur VI,2.31,SAS,FT2,,,S1,City Ruins: Eternal Apocalypse
Maxxus,Geralt,Fire Red,Taki,10,W,W,PL,LB,LB,LY,LB,PW,W,W,https://youtu.be/CNAaJMsWuiw,SSLT 5,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t4PqvHYY2huzlTjLaWIDr6G,https://challonge.com/69fxtscc,PC,Soul Calibur VI,2.31,SAS,FT2,,,S1,Master Swordman's Cave: Azure Horizon
Marv,Seong Mi-na,zen-x,Mitsurugi,11,W,W,LB,W,0,LB,LY,W,LB,0,https://youtu.be/2K5L_cYr39M,SSLT 5,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t4PqvHYY2huzlTjLaWIDr6G,https://challonge.com/69fxtscc,PC,Soul Calibur VI,2.31,SAS,FT3,,,S1,Murakumo Shrine Grounds
zen-x,Mitsurugi,Marv,Seong Mi-na,11,LB,LB,LB,0,0,W,W,W,0,0,https://youtu.be/2K5L_cYr39M,SSLT 5,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t4PqvHYY2huzlTjLaWIDr6G,https://challonge.com/69fxtscc,PC,Soul Calibur VI,2.31,SAS,FT3,,,S1,Indian Port: Impending Storm
zen-x,Mitsurugi,Marv,Seong Mi-na,11,LY,LY,LB,0,0,W,W,W,0,0,https://youtu.be/2K5L_cYr39M,SSLT 5,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t4PqvHYY2huzlTjLaWIDr6G,https://challonge.com/69fxtscc,PC,Soul Calibur VI,2.31,SAS,FT3,,,S1,City Ruins: Eternal Apocalypse
Fire Red,Taki,zen-x,Mitsurugi,12,W,W,LB,LB,LY,LY,LB,W,W,W,https://youtu.be/W_5qMab5ETs,SSLT 5,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t4PqvHYY2huzlTjLaWIDr6G,https://challonge.com/69fxtscc,PC,Soul Calibur VI,2.31,SAS,FT3,,,S1,Astral Chaos: Tide of the Damned
Fire Red,Taki,zen-x,Mitsurugi,12,PW,W,W,0,0,PL,LB,LB,0,0,https://youtu.be/W_5qMab5ETs,SSLT 5,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t4PqvHYY2huzlTjLaWIDr6G,https://challonge.com/69fxtscc,PC,Soul Calibur VI,2.31,SAS,FT3,,,S1,Motien Pass Ruins
zen-x,Mitsurugi,Fire Red,Taki,12,W,LY,W,LY,PL,LY,W,LY,W,PW,https://youtu.be/W_5qMab5ETs,SSLT 5,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t4PqvHYY2huzlTjLaWIDr6G,https://challonge.com/69fxtscc,PC,Soul Calibur VI,2.31,SAS,FT3,,,S1,Shrine of Eurydice: Cloud Sanctuary
zen-x,Mitsurugi,Fire Red,Taki,12,W,LB,W,W,0,LB,W,LB,LB,0,https://youtu.be/W_5qMab5ETs,SSLT 5,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t4PqvHYY2huzlTjLaWIDr6G,https://challonge.com/69fxtscc,PC,Soul Calibur VI,2.31,SAS,FT3,,,S1,City Ruins: Eternal Apocalypse
Fire Red,Taki,zen-x,Mitsurugi,12,W,LB,W,LY,W,LY,W,LY,W,LY,https://youtu.be/W_5qMab5ETs,SSLT 5,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t4PqvHYY2huzlTjLaWIDr6G,https://challonge.com/69fxtscc,PC,Soul Calibur VI,2.31,SAS,FT3,,,S1,Master Swordman's Cave: Azure Horizon
Marv,Seong Mi-na,Fire Red,Taki,13,LY,W,W,PW,0,W,LB,LB,PL,0,https://youtu.be/cgNvghyR3BA,SSLT 5,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t4PqvHYY2huzlTjLaWIDr6G,https://challonge.com/69fxtscc,PC,Soul Calibur VI,2.31,SAS,FT3,,,S1,Master Swordman's Cave: Azure Horizon
Fire Red,Taki,Marv,Seong Mi-na,13,LB,W,W,W,0,W,LB,LB,LB,0,https://youtu.be/cgNvghyR3BA,SSLT 5,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t4PqvHYY2huzlTjLaWIDr6G,https://challonge.com/69fxtscc,PC,Soul Calibur VI,2.31,SAS,FT3,,,S1,Master Swordman's Cave: Azure Horizon
