player1,character1,player2,character2,duel,r1_p1,r2_p1,r3_p1,r4_p1,r5_p1,r1_p2,r2_p2,r3_p2,r4_p2,r5_p2,video,event,playlist,brackets,platform,game,version,region,duel_type,p1_team,p2_team,season,stage
Albhed,2B,Beowulf,Mitsurugi,13,W,W,W,0,0,LY,LB,LY,0,0,https://youtu.be/ATSce_gOvhI,SSLTT 2,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t4FJ0qREuwdvE4DAXN_00VV,https://challonge.com/es/1f4tyz0w,PS4,Soul Calibur VI,2.31,SAS,FT3,Random Bullshit Team,Los Poco Creativos,S1,Ostrheinsburg Castle: Hall of the Chosen
Beowulf,Mitsurugi,Albhed,2B,13,PW,LY,LB,LB,0,PL,W,W,W,0,https://youtu.be/ATSce_gOvhI,SSLTT 2,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t4FJ0qREuwdvE4DAXN_00VV,https://challonge.com/es/1f4tyz0w,PS4,Soul Calibur VI,2.31,SAS,FT3,Los Poco Creativos,Random Bullshit Team,S1,Silver Wolves' Haven
Beowulf,Mitsurugi,Albhed,2B,13,LB,W,LB,LB,0,W,LY,W,W,0,https://youtu.be/ATSce_gOvhI,SSLTT 2,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t4FJ0qREuwdvE4DAXN_00VV,https://challonge.com/es/1f4tyz0w,PS4,Soul Calibur VI,2.31,SAS,FT3,Los Poco Creativos,Random Bullshit Team,S1,Master Swordman's Cave: Wicked Depths
Sigfrancis,Hwang,Fire Red,Cassandra,1,LY,W,W,W,0,W,LB,LY,LB,0,https://youtu.be/YguBWzt_iiQ,SSLT 13,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t6jWOjTHzSo9YmDSA39PGzM,https://challonge.com/es/q38r2aee,PC,Soul Calibur VI,2.31,SAS,FT2,,,S1,Silver Wolves' Haven
Fire Red,Cassandra,Sigfrancis,Hwang,1,W,W,W,0,0,LB,LY,LY,0,0,https://youtu.be/YguBWzt_iiQ,SSLT 13,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t6jWOjTHzSo9YmDSA39PGzM,https://challonge.com/es/q38r2aee,PC,Soul Calibur VI,2.31,SAS,FT2,,,S1,Astral Chaos: Tide of the Damned
Sigfrancis,Zasalamel,Fire Red,Cassandra,1,LY,LY,LB,0,0,W,W,W,0,0,https://youtu.be/YguBWzt_iiQ,SSLT 13,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t6jWOjTHzSo9YmDSA39PGzM,https://challonge.com/es/q38r2aee,PC,Soul Calibur VI,2.31,SAS,FT2,,,S1,Sunken Desert Ruins
Fire Red,Cassandra,KeyMaster,Nightmare,2,W,LB,PW,LY,W,LB,W,PL,W,LY,https://youtu.be/KARNeUpUAio,SSLT 13,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t6jWOjTHzSo9YmDSA39PGzM,https://challonge.com/es/q38r2aee,PC,Soul Calibur VI,2.31,SAS,FT3,,,S1,Master Swordman's Cave: Azure Horizon
KeyMaster,Nightmare,Fire Red,Cassandra,2,LB,LB,W,W,LY,W,W,LB,LY,W,https://youtu.be/KARNeUpUAio,SSLT 13,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t6jWOjTHzSo9YmDSA39PGzM,https://challonge.com/es/q38r2aee,PC,Soul Calibur VI,2.31,SAS,FT3,,,S1,Cursed Moonlit Woods
KeyMaster,Nightmare,Fire Red,Cassandra,2,LB,LY,W,W,LB,W,W,LB,LB,W,https://youtu.be/KARNeUpUAio,SSLT 13,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t6jWOjTHzSo9YmDSA39PGzM,https://challonge.com/es/q38r2aee,PC,Soul Calibur VI,2.31,SAS,FT3,,,S1,Shrine of Eurydice: Cloud Sanctuary
JaffarWolf,Yoshimitsu,Sigfrancis,Siegfried,3,LY,PL,LB,0,0,W,PW,W,0,0,https://youtu.be/b7JXMef8Hfo,SSLT 13,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t6jWOjTHzSo9YmDSA39PGzM,https://challonge.com/es/q38r2aee,PC,Soul Calibur VI,2.31,SAS,FT2,,,S1,Gairyu Isle
JaffarWolf,Yoshimitsu,Sigfrancis,Siegfried,3,PW,LB,LB,W,LB,PL,W,W,LB,W,https://youtu.be/b7JXMef8Hfo,SSLT 13,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t6jWOjTHzSo9YmDSA39PGzM,https://challonge.com/es/q38r2aee,PC,Soul Calibur VI,2.31,SAS,FT2,,,S1,Master Swordman's Cave: Azure Horizon
Sigfrancis,Hwang,KeyMaster,Nightmare,4,W,W,LB,W,0,LY,LB,W,LB,0,https://youtu.be/WBA3DAJLMJo,SSLT 13,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t6jWOjTHzSo9YmDSA39PGzM,https://challonge.com/es/q38r2aee,PC,Soul Calibur VI,2.31,SAS,FT2,,,S1,Replica Kaer Morhen
KeyMaster,Nightmare,Sigfrancis,Hwang,4,LB,LB,LY,0,0,W,W,W,0,0,https://youtu.be/WBA3DAJLMJo,SSLT 13,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t6jWOjTHzSo9YmDSA39PGzM,https://challonge.com/es/q38r2aee,PC,Soul Calibur VI,2.31,SAS,FT2,,,S1,Silver Wolves' Haven
Sigfrancis,2B,Fire Red,Cassandra,5,W,LB,W,W,0,LY,W,LB,LB,0,https://youtu.be/aSk63_O7930,SSLT 13,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t6jWOjTHzSo9YmDSA39PGzM,https://challonge.com/es/q38r2aee,PC,Soul Calibur VI,2.31,SAS,FT3,,,S1,Master Swordman's Cave: Azure Horizon
Fire Red,Cassandra,Sigfrancis,2B,5,LB,W,W,PW,0,W,LB,LB,PL,0,https://youtu.be/aSk63_O7930,SSLT 13,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t6jWOjTHzSo9YmDSA39PGzM,https://challonge.com/es/q38r2aee,PC,Soul Calibur VI,2.31,SAS,FT3,,,S1,Sunken Desert Ruins
Sigfrancis,Yoshimitsu,Fire Red,Cassandra,5,W,LB,LB,W,W,LY,W,W,LY,LB,https://youtu.be/aSk63_O7930,SSLT 13,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t6jWOjTHzSo9YmDSA39PGzM,https://challonge.com/es/q38r2aee,PC,Soul Calibur VI,2.31,SAS,FT3,,,S1,Silver Wolves' Haven
Fire Red,Cassandra,Sigfrancis,Yoshimitsu,5,LY,W,PL,LB,0,W,LB,PW,W,0,https://youtu.be/aSk63_O7930,SSLT 13,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t6jWOjTHzSo9YmDSA39PGzM,https://challonge.com/es/q38r2aee,PC,Soul Calibur VI,2.31,SAS,FT3,,,S1,Windswept Plains
Fire Red,Cassandra,Sigfrancis,Yoshimitsu,6,LY,W,LB,W,LB,W,LB,W,LY,W,https://youtu.be/8gCfJw8J_ck,SSLT 13,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t6jWOjTHzSo9YmDSA39PGzM,https://challonge.com/es/q38r2aee,PC,Soul Calibur VI,2.31,SAS,FT3,,,S1,Sunken Desert Ruins
Fire Red,Cassandra,Sigfrancis,Yoshimitsu,6,W,W,LY,LB,W,LY,LY,W,W,LB,https://youtu.be/8gCfJw8J_ck,SSLT 13,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t6jWOjTHzSo9YmDSA39PGzM,https://challonge.com/es/q38r2aee,PC,Soul Calibur VI,2.31,SAS,FT3,,,S1,Shrine of Eurydice: Cloud Sanctuary
Sigfrancis,Siegfried,Fire Red,Cassandra,6,W,W,LB,LY,LY,LB,LB,W,W,W,https://youtu.be/8gCfJw8J_ck,SSLT 13,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t6jWOjTHzSo9YmDSA39PGzM,https://challonge.com/es/q38r2aee,PC,Soul Calibur VI,2.31,SAS,FT3,,,S1,Silver Wolves' Haven
Sigfrancis,Siegfried,Fire Red,Cassandra,6,W,LB,LY,LY,0,LB,W,W,W,0,https://youtu.be/8gCfJw8J_ck,SSLT 13,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t6jWOjTHzSo9YmDSA39PGzM,https://challonge.com/es/q38r2aee,PC,Soul Calibur VI,2.31,SAS,FT3,,,S1,Ostrheinsburg Castle: Hall of the Chosen
Sebas,Yoshimitsu,wylde,Nightmare,1,LB,W,LB,LB,0,W,LB,W,W,0,https://youtu.be/LE6FiUj_epY,SSLT 14,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t7EW98-FM17iv8HIBy6Rrgr,https://challonge.com/es/zl4db46l,PS4,Soul Calibur VI,2.31,SAS,FT2,,,S1,Kunpaetku Temple: Serpentine Banquet
Sebas,Yoshimitsu,wylde,Nightmare,1,LB,W,W,W,0,W,LB,LY,LY,0,https://youtu.be/LE6FiUj_epY,SSLT 14,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t7EW98-FM17iv8HIBy6Rrgr,https://challonge.com/es/zl4db46l,PS4,Soul Calibur VI,2.31,SAS,FT2,,,S1,Kunpaetku Temple: Serpentine Banquet
wylde,Nightmare,Sebas,Yoshimitsu,1,LY,LB,W,LB,0,W,W,LB,W,0,https://youtu.be/LE6FiUj_epY,SSLT 14,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t7EW98-FM17iv8HIBy6Rrgr,https://challonge.com/es/zl4db46l,PS4,Soul Calibur VI,2.31,SAS,FT2,,,S1,Windswept Plains
Lang,Sophitia,Gontranno,Astaroth,2,W,W,W,0,0,LB,LB,LB,0,0,https://youtu.be/96DNnN24iGk,SSLT 14,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t7EW98-FM17iv8HIBy6Rrgr,https://challonge.com/es/zl4db46l,PS4,Soul Calibur VI,2.31,SAS,FT2,,,S1,Snow-capped Showdown
Gontranno,Astaroth,Lang,Sophitia,2,LY,LB,W,LB,0,W,W,LB,W,0,https://youtu.be/96DNnN24iGk,SSLT 14,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t7EW98-FM17iv8HIBy6Rrgr,https://challonge.com/es/zl4db46l,PS4,Soul Calibur VI,2.31,SAS,FT2,,,S1,Silver Wolves' Haven
Mime,Sophitia,Junixart,Talim,3,LB,PL,LB,0,0,W,PW,W,0,0,https://youtu.be/L4Ylsv1aR1s,SSLT 14,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t7EW98-FM17iv8HIBy6Rrgr,https://challonge.com/es/zl4db46l,PS4,Soul Calibur VI,2.31,SAS,FT2,,,S1,Master Swordman's Cave: Wicked Depths
Mime,Sophitia,Junixart,Talim,3,W,LY,LB,LB,0,LB,W,W,W,0,https://youtu.be/L4Ylsv1aR1s,SSLT 14,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t7EW98-FM17iv8HIBy6Rrgr,https://challonge.com/es/zl4db46l,PS4,Soul Calibur VI,2.31,SAS,FT2,,,S1,City Ruins: Eternal Apocalypse
Mastodon,Talim,Sagadalius,Voldo,4,W,W,LY,W,0,LB,LB,W,LB,0,https://youtu.be/x4o5Bk8Wybo,SSLT 14,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t7EW98-FM17iv8HIBy6Rrgr,https://challonge.com/es/zl4db46l,PS4,Soul Calibur VI,2.31,SAS,FT2,,,S1,Windswept Plains
Sagadalius,Voldo,Mastodon,Talim,4,LY,W,W,W,0,W,LY,LY,LB,0,https://youtu.be/x4o5Bk8Wybo,SSLT 14,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t7EW98-FM17iv8HIBy6Rrgr,https://challonge.com/es/zl4db46l,PS4,Soul Calibur VI,2.31,SAS,FT2,,,S1,Ostrheinsburg Castle: Hall of the Chosen
Mastodon,Talim,Sagadalius,Voldo,4,W,LB,LB,W,LB,LB,W,W,LY,W,https://youtu.be/x4o5Bk8Wybo,SSLT 14,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t7EW98-FM17iv8HIBy6Rrgr,https://challonge.com/es/zl4db46l,PS4,Soul Calibur VI,2.31,SAS,FT2,,,S1,Sunken Desert Ruins
Gontranno,Astaroth,wylde,Nightmare,5,LB,LB,LB,0,0,W,W,W,0,0,https://youtu.be/qjGT7fEp9GI,SSLT 14,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t7EW98-FM17iv8HIBy6Rrgr,https://challonge.com/es/zl4db46l,PS4,Soul Calibur VI,2.31,SAS,FT2,,,S1,Astral Chaos: Tide of the Damned
Gontranno,Astaroth,wylde,Nightmare,5,W,W,LB,W,0,LB,LY,W,LB,0,https://youtu.be/qjGT7fEp9GI,SSLT 14,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t7EW98-FM17iv8HIBy6Rrgr,https://challonge.com/es/zl4db46l,PS4,Soul Calibur VI,2.31,SAS,FT2,,,S1,Silver Wolves' Haven
wylde,Nightmare,Gontranno,Astaroth,5,W,W,W,0,0,LB,LB,LB,0,0,https://youtu.be/qjGT7fEp9GI,SSLT 14,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t7EW98-FM17iv8HIBy6Rrgr,https://challonge.com/es/zl4db46l,PS4,Soul Calibur VI,2.31,SAS,FT2,,,S1,Shrine of Eurydice: Cloud Sanctuary
Mime,Seong Mi-na,Mastodon,Talim,6,LY,LY,LB,0,0,W,W,W,0,0,https://youtu.be/Fu2H5mLW3y4,SSLT 14,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t7EW98-FM17iv8HIBy6Rrgr,https://challonge.com/es/zl4db46l,PS4,Soul Calibur VI,2.31,SAS,FT2,,,S1,Silver Wolves' Haven
Mime,Sophitia,Mastodon,Talim,6,W,LY,LB,W,W,LB,W,W,LY,LB,https://youtu.be/Fu2H5mLW3y4,SSLT 14,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t7EW98-FM17iv8HIBy6Rrgr,https://challonge.com/es/zl4db46l,PS4,Soul Calibur VI,2.31,SAS,FT2,,,S1,Murakumo Shrine Grounds
Mastodon,Talim,Mime,Sophitia,6,PL,W,W,LY,W,PW,LB,LB,W,LB,https://youtu.be/Fu2H5mLW3y4,SSLT 14,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t7EW98-FM17iv8HIBy6Rrgr,https://challonge.com/es/zl4db46l,PS4,Soul Calibur VI,2.31,SAS,FT2,,,S1,Replica Kaer Morhen
Lang,2B,Sebas,Yoshimitsu,7,LB,W,LY,PW,W,W,LB,W,PL,LB,https://youtu.be/XBkwx2FG5so,SSLT 14,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t7EW98-FM17iv8HIBy6Rrgr,https://challonge.com/es/zl4db46l,PS4,Soul Calibur VI,2.31,SAS,FT2,,,S1,Replica Kaer Morhen
Sebas,Yoshimitsu,Lang,2B,7,LB,W,LB,LB,0,W,LB,W,W,0,https://youtu.be/XBkwx2FG5so,SSLT 14,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t7EW98-FM17iv8HIBy6Rrgr,https://challonge.com/es/zl4db46l,PS4,Soul Calibur VI,2.31,SAS,FT2,,,S1,Silver Wolves' Haven
Sagadalius,Voldo,Junixart,Talim,8,W,W,LY,LY,LB,LB,LY,W,W,W,https://youtu.be/eNuBSS3c2-w,SSLT 14,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t7EW98-FM17iv8HIBy6Rrgr,https://challonge.com/es/zl4db46l,PS4,Soul Calibur VI,2.31,SAS,FT2,,,S1,Cursed Moonlit Woods
Sagadalius,Voldo,Junixart,Talim,8,LB,LB,LB,0,0,W,W,W,0,0,https://youtu.be/eNuBSS3c2-w,SSLT 14,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t7EW98-FM17iv8HIBy6Rrgr,https://challonge.com/es/zl4db46l,PS4,Soul Calibur VI,2.31,SAS,FT2,,,S1,Motien Pass Ruins
Mastodon,Talim,Sebas,Yoshimitsu,9,LY,W,LB,LY,0,W,LB,W,W,0,https://youtu.be/nWycFqQ_pNk,SSLT 14,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t7EW98-FM17iv8HIBy6Rrgr,https://challonge.com/es/zl4db46l,PS4,Soul Calibur VI,2.31,SAS,FT2,,,S1,Sunken Desert Ruins
Mastodon,Talim,Sebas,Yoshimitsu,9,W,LB,LB,W,LB,LB,W,W,LY,W,https://youtu.be/nWycFqQ_pNk,SSLT 14,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t7EW98-FM17iv8HIBy6Rrgr,https://challonge.com/es/zl4db46l,PS4,Soul Calibur VI,2.31,SAS,FT2,,,S1,Ostrheinsburg Castle: Hall of the Chosen
wylde,Nightmare,Sagadalius,Voldo,10,W,W,PL,W,0,LB,LY,PW,LY,0,https://youtu.be/mmTEa_guxZA,SSLT 14,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t7EW98-FM17iv8HIBy6Rrgr,https://challonge.com/es/zl4db46l,PS4,Soul Calibur VI,2.31,SAS,FT2,,,S1,Snow-capped Showdown
Sagadalius,Voldo,wylde,Nightmare,10,LY,LB,LB,0,0,W,W,W,0,0,https://youtu.be/mmTEa_guxZA,SSLT 14,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t7EW98-FM17iv8HIBy6Rrgr,https://challonge.com/es/zl4db46l,PS4,Soul Calibur VI,2.31,SAS,FT2,,,S1,Silver Wolves' Haven
wylde,Nightmare,Sebas,Yoshimitsu,11,W,W,LB,W,0,LB,LB,W,LB,0,https://youtu.be/QM6D09VqXVw,SSLT 14,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t7EW98-FM17iv8HIBy6Rrgr,https://challonge.com/es/zl4db46l,PS4,Soul Calibur VI,2.31,SAS,FT2,,,S1,Kunpaetku Temple: Serpentine Banquet
Sebas,Yoshimitsu,wylde,Nightmare,11,LB,LY,LB,0,0,W,W,W,0,0,https://youtu.be/QM6D09VqXVw,SSLT 14,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t7EW98-FM17iv8HIBy6Rrgr,https://challonge.com/es/zl4db46l,PS4,Soul Calibur VI,2.31,SAS,FT2,,,S1,Sunken Desert Ruins
Lang,2B,Junixart,Talim,12,W,W,W,0,0,LY,LY,LB,0,0,https://youtu.be/RMYWIaIOcVY,SSLT 14,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t7EW98-FM17iv8HIBy6Rrgr,https://challonge.com/es/zl4db46l,PS4,Soul Calibur VI,2.31,SAS,FT3,,,S1,Silver Wolves' Haven
Junixart,Talim,Lang,2B,12,LB,W,LB,LY,0,W,LB,W,W,0,https://youtu.be/RMYWIaIOcVY,SSLT 14,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t7EW98-FM17iv8HIBy6Rrgr,https://challonge.com/es/zl4db46l,PS4,Soul Calibur VI,2.31,SAS,FT3,,,S1,Ostrheinsburg Castle: Hall of the Chosen
Junixart,Talim,Lang,2B,12,W,W,LB,LB,LB,LY,LY,W,W,W,https://youtu.be/RMYWIaIOcVY,SSLT 14,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t7EW98-FM17iv8HIBy6Rrgr,https://challonge.com/es/zl4db46l,PS4,Soul Calibur VI,2.31,SAS,FT3,,,S1,Motien Pass Ruins
wylde,Nightmare,Junixart,Talim,13,W,W,W,0,0,LB,LB,LY,0,0,https://youtu.be/HlFDvu4Xqcs,SSLT 14,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t7EW98-FM17iv8HIBy6Rrgr,https://challonge.com/es/zl4db46l,PS4,Soul Calibur VI,2.31,SAS,FT3,,,S1,Kunpaetku Temple: Serpentine Banquet
Junixart,Talim,wylde,Nightmare,13,W,W,W,0,0,LY,LB,LB,0,0,https://youtu.be/HlFDvu4Xqcs,SSLT 14,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t7EW98-FM17iv8HIBy6Rrgr,https://challonge.com/es/zl4db46l,PS4,Soul Calibur VI,2.31,SAS,FT3,,,S1,City Ruins: Eternal Apocalypse
wylde,Nightmare,Junixart,Talim,13,W,W,LY,LY,W,LY,LB,W,W,LY,https://youtu.be/HlFDvu4Xqcs,SSLT 14,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t7EW98-FM17iv8HIBy6Rrgr,https://challonge.com/es/zl4db46l,PS4,Soul Calibur VI,2.31,SAS,FT3,,,S1,Master Swordman's Cave: Wicked Depths
Junixart,Talim,wylde,Nightmare,13,W,W,LB,LY,LY,LB,LY,W,W,W,https://youtu.be/HlFDvu4Xqcs,SSLT 14,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t7EW98-FM17iv8HIBy6Rrgr,https://challonge.com/es/zl4db46l,PS4,Soul Calibur VI,2.31,SAS,FT3,,,S1,Master Swordman's Cave: Azure Horizon
Lang,2B,wylde,Nightmare,14,W,W,W,0,0,LY,LB,LY,0,0,https://youtu.be/VFpHlZqllM4,SSLT 14,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t7EW98-FM17iv8HIBy6Rrgr,https://challonge.com/es/zl4db46l,PS4,Soul Calibur VI,2.31,SAS,FT3,,,S1,Windswept Plains
wylde,Nightmare,Lang,2B,14,W,LY,W,PL,LY,LB,W,LB,PW,W,https://youtu.be/VFpHlZqllM4,SSLT 14,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t7EW98-FM17iv8HIBy6Rrgr,https://challonge.com/es/zl4db46l,PS4,Soul Calibur VI,2.31,SAS,FT3,,,S1,Master Swordman's Cave: Wicked Depths
wylde,Nightmare,Lang,2B,14,W,LB,W,LB,LB,LY,W,LY,W,W,https://youtu.be/VFpHlZqllM4,SSLT 14,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t7EW98-FM17iv8HIBy6Rrgr,https://challonge.com/es/zl4db46l,PS4,Soul Calibur VI,2.31,SAS,FT3,,,S1,Shrine of Eurydice: Cloud Sanctuary
JaffarWolf,Geralt,Ryudo,Sophitia,1,W,W,W,0,0,LB,LB,LB,0,0,https://youtu.be/TkRwcZLr_U8,SSLTT 3,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t7gmQ16kZICrNPJgdhAnpHz,https://challonge.com/es/eouy49pn,PC,Soul Calibur VI,2.31,SAS,FT20,PC Maestros de la Raza,Ryudo & Red on Fire,S1,Murakumo Shrine Grounds
Fire Red,Taki,JaffarWolf,Geralt,2,LB,W,LY,LY,0,W,LY,W,W,0,https://youtu.be/TkRwcZLr_U8,SSLTT 3,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t7gmQ16kZICrNPJgdhAnpHz,https://challonge.com/es/eouy49pn,PC,Soul Calibur VI,2.31,SAS,FT20,Ryudo & Red on Fire,PC Maestros de la Raza,S1,City Ruins: Eternal Apocalypse
Ryudo,Sophitia,Sigfrancis,Yoshimitsu,3,LB,LB,LB,0,0,W,W,W,0,0,https://youtu.be/TkRwcZLr_U8,SSLTT 3,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t7gmQ16kZICrNPJgdhAnpHz,https://challonge.com/es/eouy49pn,PC,Soul Calibur VI,2.31,SAS,FT20,Ryudo & Red on Fire,PC Maestros de la Raza,S1,Murakumo Shrine Grounds
Sigfrancis,Yoshimitsu,Fire Red,Taki,4,W,LB,LB,PW,LB,LY,W,W,PL,W,https://youtu.be/TkRwcZLr_U8,SSLTT 3,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t7gmQ16kZICrNPJgdhAnpHz,https://challonge.com/es/eouy49pn,PC,Soul Calibur VI,2.31,SAS,FT20,PC Maestros de la Raza,Ryudo & Red on Fire,S1,Shrine of Eurydice: Cloud Sanctuary
JaffarWolf,Geralt,Fire Red,Taki,5,W,LY,LB,LB,0,LY,W,W,W,0,https://youtu.be/mFZfawsc7cw,SSLTT 3,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t7gmQ16kZICrNPJgdhAnpHz,https://challonge.com/es/eouy49pn,PC,Soul Calibur VI,2.31,SAS,FT20,PC Maestros de la Raza,Ryudo & Red on Fire,S1,Astral Chaos: Tide of the Damned
Sigfrancis,Zasalamel,Ryudo,Sophitia,6,W,W,W,0,0,LB,LY,LB,0,0,https://youtu.be/mFZfawsc7cw,SSLTT 3,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t7gmQ16kZICrNPJgdhAnpHz,https://challonge.com/es/eouy49pn,PC,Soul Calibur VI,2.31,SAS,FT20,PC Maestros de la Raza,Ryudo & Red on Fire,S1,Sunken Desert Ruins
Fire Red,Taki,Sigfrancis,Zasalamel,7,W,LB,PW,W,0,LB,W,PL,LY,0,https://youtu.be/mFZfawsc7cw,SSLTT 3,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t7gmQ16kZICrNPJgdhAnpHz,https://challonge.com/es/eouy49pn,PC,Soul Calibur VI,2.31,SAS,FT20,Ryudo & Red on Fire,PC Maestros de la Raza,S1,Kunpaetku Temple: Serpentine Banquet
JaffarWolf,Geralt,Fire Red,Taki,8,LY,W,LB,W,W,W,LY,W,LY,LB,https://youtu.be/yQPSnv16Eq4,SSLTT 3,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t7gmQ16kZICrNPJgdhAnpHz,https://challonge.com/es/eouy49pn,PC,Soul Calibur VI,2.31,SAS,FT20,PC Maestros de la Raza,Ryudo & Red on Fire,S1,Cursed Moonlit Woods
JaffarWolf,Geralt,Ryudo,Sophitia,9,LY,PW,LY,W,W,W,PL,W,LB,LB,https://youtu.be/yQPSnv16Eq4,SSLTT 3,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t7gmQ16kZICrNPJgdhAnpHz,https://challonge.com/es/eouy49pn,PC,Soul Calibur VI,2.31,SAS,FT20,PC Maestros de la Raza,Ryudo & Red on Fire,S1,Sunken Desert Ruins
Sigfrancis,Siegfried,Fire Red,Taki,10,PL,W,W,LB,PW,PW,LB,LB,W,PL,https://youtu.be/yQPSnv16Eq4,SSLTT 3,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t7gmQ16kZICrNPJgdhAnpHz,https://challonge.com/es/eouy49pn,PC,Soul Calibur VI,2.31,SAS,FT20,PC Maestros de la Raza,Ryudo & Red on Fire,S1,Astral Chaos: Tide of the Damned
Sigfrancis,Siegfried,Ryudo,Sophitia,11,W,W,LY,PL,W,LY,LB,W,PW,LB,https://youtu.be/ykgpjKURScs,SSLTT 3,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t7gmQ16kZICrNPJgdhAnpHz,https://challonge.com/es/eouy49pn,PC,Soul Calibur VI,2.31,SAS,FT20,PC Maestros de la Raza,Ryudo & Red on Fire,S1,Master Swordman's Cave: Azure Horizon
JaffarWolf,Geralt,Fire Red,Taki,12,LY,LY,W,LB,0,W,W,LY,W,0,https://youtu.be/ykgpjKURScs,SSLTT 3,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t7gmQ16kZICrNPJgdhAnpHz,https://challonge.com/es/eouy49pn,PC,Soul Calibur VI,2.31,SAS,FT20,PC Maestros de la Raza,Ryudo & Red on Fire,S1,Shrine of Eurydice: Cloud Sanctuary
Sigfrancis,Siegfried,Fire Red,Taki,13,W,LY,LY,W,W,LY,W,W,LB,LB,https://youtu.be/ykgpjKURScs,SSLTT 3,https://www.youtube.com/embed/videoseries?list=PL90QAKwVH1t7gmQ16kZICrNPJgdhAnpHz,https://challonge.com/es/eouy49pn,PC,Soul Calibur VI,2.31,SAS,FT20,PC Maestros de la Raza,Ryudo & Red on Fire,S1,Replica Kaer Morhen
